,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
110912,A2SOXFZMCX,25,56082,56870,801,3,3,11.45,24,0.57,Bachelor's,Unemployed,Divorced,0,No,Home,1,0
63921,IO5A8V9I7J,42,59272,73456,698,0,4,10.76,24,0.46,Bachelor's,Self-employed,Married,0,No,Other,1,0
163919,IABMFACCZ1,34,78167,124841,733,114,1,14.19,36,0.88,Master's,Full-time,Divorced,0,Yes,Business,1,0
11353,LFNRQBA5IF,53,29193,199754,707,44,1,22.24,60,0.45,Bachelor's,Part-time,Single,1,Yes,Auto,0,0
162241,IVCT6FQN8G,35,117652,90676,470,97,3,21.17,12,0.11,PhD,Part-time,Married,0,No,Education,0,0
108657,ML2JKJ1F6E,58,121247,69440,610,101,3,19.63,12,0.58,Bachelor's,Part-time,Divorced,1,No,Home,0,0
101871,LZVGLDI09J,35,121832,42548,335,39,3,22.58,60,0.25,High School,Self-employed,Married,0,Yes,Auto,0,0
223152,S70RMFQFNR,38,23266,59452,305,98,1,23.89,60,0.72,Bachelor's,Unemployed,Single,0,Yes,Auto,0,1
129646,ZNGPBQMRSK,54,97823,242923,563,58,3,23.29,12,0.4,High School,Self-employed,Single,0,Yes,Other,0,0
121512,S95YOHCFAH,32,136839,237025,798,74,1,12.69,48,0.67,Master's,Full-time,Married,0,No,Business,1,0
229640,X2RH6DP1AL,18,65279,83212,640,83,4,23.6,60,0.26,Master's,Part-time,Single,0,Yes,Business,0,1
202462,RAPD5BWEIH,49,28604,215023,626,11,2,14.62,48,0.82,Master's,Part-time,Divorced,0,No,Home,1,0
67984,5M3EWHK4CZ,64,79933,38408,584,94,2,12.58,60,0.83,PhD,Self-employed,Married,0,Yes,Home,1,0
139357,2J61UHJ1XF,50,98564,76161,309,34,1,6.11,24,0.33,PhD,Full-time,Divorced,1,No,Other,1,0
42383,ZCLSME0TKZ,40,95189,146560,537,88,4,15.44,60,0.39,Bachelor's,Unemployed,Single,0,No,Other,1,1
245147,DMPFKBYNOO,52,125141,216136,797,85,4,16.97,36,0.87,Bachelor's,Full-time,Single,0,Yes,Education,1,0
160410,ISO34EY5C0,35,132424,52770,804,48,2,22.06,48,0.45,Master's,Unemployed,Single,1,No,Business,0,1
86844,SV8G4EWD0R,30,56363,212181,591,40,3,11.56,60,0.52,Master's,Part-time,Single,1,Yes,Business,0,0
187748,7SU1SW6TVB,69,145657,14640,588,60,1,2.64,60,0.67,Bachelor's,Self-employed,Single,1,No,Business,0,0
30130,30GDNK6KRE,51,142480,215508,517,81,2,20.13,12,0.88,Bachelor's,Full-time,Single,1,Yes,Business,0,0
30159,I7GHEJQUFL,33,144474,249812,301,46,4,2.06,24,0.27,Bachelor's,Part-time,Single,1,No,Education,1,0
221692,AAGLGAQESJ,61,105846,204700,546,89,3,9.5,12,0.77,PhD,Full-time,Married,0,No,Education,1,0
132251,QLWUXK67VJ,20,124149,27212,522,72,3,7.79,36,0.41,PhD,Part-time,Divorced,1,No,Education,0,0
173458,4R5ULIPRC2,49,107010,185051,356,21,4,7.78,12,0.65,High School,Part-time,Divorced,0,No,Education,1,0
169313,Y2H3T4H63D,23,138014,12569,312,62,2,11.41,60,0.27,Bachelor's,Part-time,Married,0,Yes,Home,1,0
13297,GJ2YAB6XM9,59,61254,30029,591,104,3,6.45,60,0.58,Master's,Part-time,Single,1,No,Auto,1,0
37573,7CCBQBKFGS,36,98470,227124,332,50,1,5.19,36,0.6,PhD,Self-employed,Divorced,1,No,Home,0,0
113370,1HKX9EAYQR,64,49049,133336,787,106,1,14.73,48,0.15,High School,Part-time,Married,1,Yes,Other,0,0
40144,ZD933PKTZD,33,61594,191974,508,43,2,12.79,48,0.38,High School,Part-time,Single,1,Yes,Other,1,0
63425,TPLBDSU9TV,34,86437,243907,670,36,3,23.57,48,0.11,Bachelor's,Full-time,Divorced,0,No,Education,0,0
44163,63JBTI48BQ,62,20785,67711,501,46,1,18.92,12,0.14,PhD,Unemployed,Divorced,0,Yes,Education,0,0
227894,97MYHS1F22,58,134050,197039,740,21,4,14.65,48,0.4,Master's,Unemployed,Divorced,1,Yes,Education,1,0
76555,LC0XM18ZS3,39,40965,77483,355,3,1,14.48,48,0.62,PhD,Part-time,Divorced,0,No,Auto,0,1
64589,XBGGZZCVTG,26,116604,5755,484,93,2,9.07,24,0.65,Master's,Full-time,Married,0,Yes,Other,1,0
167100,6A04RDOQ7A,24,137068,86199,622,100,3,8.09,48,0.68,High School,Part-time,Single,1,Yes,Business,0,0
33534,339QJGS9V5,44,35298,124089,664,75,1,20.32,36,0.64,High School,Unemployed,Married,0,No,Business,1,0
114584,9YZ63FCVME,19,116750,183110,411,112,4,6.73,24,0.68,Master's,Self-employed,Divorced,1,Yes,Home,1,0
27733,97WJLZC45R,37,65340,193903,498,40,1,14.72,48,0.1,Master's,Full-time,Single,0,Yes,Other,0,1
31118,ISGOWWOFQR,62,111003,199507,484,113,3,5.84,24,0.42,Master's,Self-employed,Married,0,No,Home,0,0
50286,8273X4JWAO,61,122716,126514,480,83,1,2.81,48,0.77,Bachelor's,Self-employed,Single,0,Yes,Other,0,0
61864,GL2FCEYR88,67,129493,163494,823,106,1,7.68,24,0.28,High School,Part-time,Single,0,No,Education,0,0
89421,G0ESIVR9B4,22,67628,68483,668,71,1,24.68,36,0.14,Master's,Part-time,Married,1,Yes,Business,1,0
237476,Y4PJVTT7AV,32,103358,112770,312,63,4,18.41,60,0.19,PhD,Full-time,Divorced,0,Yes,Education,0,0
228610,T0OV1RA3SY,38,107802,40420,778,72,2,14.24,48,0.57,Bachelor's,Full-time,Single,0,No,Other,0,0
136480,3PG9XL3LVE,67,17881,100844,385,110,1,24.17,60,0.85,PhD,Full-time,Married,0,Yes,Home,1,0
191633,BSV4JP5KEW,67,104350,84108,793,99,3,4.96,24,0.34,High School,Unemployed,Single,1,Yes,Education,0,0
210785,EPQX0C7M33,20,58174,178168,567,79,4,17.61,12,0.54,High School,Unemployed,Married,0,No,Business,1,1
63770,LPHUT2B6JC,47,148925,23863,521,59,1,7.46,12,0.59,High School,Unemployed,Divorced,1,Yes,Other,1,0
97242,G8PPO1G63H,66,126414,105011,813,106,4,12.57,24,0.5,PhD,Part-time,Single,1,Yes,Auto,0,0
79032,X4T5OEC5OZ,53,91642,163211,531,82,1,23.62,12,0.83,PhD,Part-time,Single,0,Yes,Other,0,0
173639,Y0QC9NEMMX,60,93914,108769,496,81,4,10.64,12,0.43,PhD,Part-time,Divorced,0,No,Home,0,0
136634,HOIMBR0P0S,45,35373,125316,664,49,3,12.05,36,0.47,PhD,Part-time,Married,0,No,Other,0,0
217158,HKB9NN4TQI,27,140413,56115,436,13,3,11.21,24,0.9,High School,Self-employed,Divorced,0,No,Other,0,0
143755,RAOC05NLSE,68,47309,120256,443,28,2,2.69,60,0.15,High School,Unemployed,Married,1,No,Auto,1,0
94126,OR8VFE23QR,19,62597,71375,454,37,2,23.26,24,0.77,Master's,Part-time,Married,0,Yes,Home,0,0
108282,TMFRVE1YGT,42,23323,6518,509,31,2,7.27,24,0.18,High School,Unemployed,Single,1,Yes,Auto,0,0
21682,SHRWWHWC2E,54,68209,178858,316,32,4,20.48,12,0.34,High School,Part-time,Married,1,Yes,Auto,0,0
80307,H2S2AUBJUW,45,136335,90235,524,56,2,7.63,48,0.71,PhD,Full-time,Divorced,1,Yes,Other,1,0
180440,FF9FB5O5LI,50,111741,206621,614,23,4,7.02,48,0.1,PhD,Part-time,Divorced,1,Yes,Home,1,0
12416,CM2TD13TI8,48,108635,32756,363,46,4,7.87,24,0.37,Bachelor's,Unemployed,Married,0,No,Other,1,0
78577,F8V31D3N2G,58,66686,107411,610,14,4,19.07,36,0.77,Bachelor's,Self-employed,Single,1,Yes,Education,1,0
23459,A5M0ROG8C4,39,135392,163136,541,20,4,3.91,24,0.17,High School,Part-time,Single,1,Yes,Auto,0,0
75774,UFT9O7P9PI,21,28786,187281,597,108,1,5.01,36,0.4,Bachelor's,Unemployed,Married,0,No,Auto,0,0
231015,OHV0OSZB4F,57,28040,43856,370,101,3,3.07,36,0.83,High School,Self-employed,Married,1,Yes,Business,1,0
100536,REUVI1QV56,30,23383,50783,692,115,4,20.66,48,0.11,PhD,Full-time,Single,1,No,Business,1,0
221218,9Q76YWM3I1,18,138305,55594,732,70,3,12.42,24,0.23,PhD,Part-time,Divorced,0,Yes,Home,1,0
78476,25MCD28RT3,55,73200,106008,646,118,3,14.93,36,0.31,Bachelor's,Unemployed,Divorced,0,No,Education,1,0
26822,4YHGVYEZ50,39,116141,72731,691,106,2,3.86,60,0.89,PhD,Full-time,Divorced,1,Yes,Other,1,0
75687,528A3425UD,58,120160,144717,722,43,2,14.51,12,0.15,Bachelor's,Part-time,Married,0,No,Auto,0,0
247699,IUTCYX71I9,52,88824,205951,586,83,4,15.87,48,0.57,High School,Full-time,Single,0,No,Education,1,0
223361,6VQ49OCBPB,45,123125,109157,316,60,4,3.68,12,0.36,PhD,Self-employed,Married,0,Yes,Home,1,0
182511,H5I6U2D790,62,138394,33076,334,112,1,15.64,24,0.11,Master's,Self-employed,Divorced,1,Yes,Auto,0,0
16098,JPML9YS5V6,37,134376,47872,350,119,3,4.78,60,0.39,High School,Unemployed,Divorced,1,No,Business,1,0
186847,UHMB3MLJBH,51,32785,113656,570,111,2,5.24,24,0.84,Master's,Part-time,Single,1,Yes,Auto,1,0
17360,LK0AA20C4C,37,127568,35883,765,18,3,18.03,12,0.38,Bachelor's,Part-time,Single,1,Yes,Business,0,1
4703,5Q3QNNZ5P6,23,125212,36478,670,64,1,3.2,60,0.33,High School,Part-time,Divorced,1,Yes,Other,1,0
90780,OVG6MTLHIT,29,16184,147216,523,27,2,22.8,12,0.44,Bachelor's,Full-time,Single,0,No,Business,1,0
84700,X1GOQP87IZ,20,77370,174620,395,23,3,6.23,48,0.36,High School,Full-time,Single,1,No,Other,0,0
131599,6OZQQI7G86,57,118291,40823,624,57,4,7.27,24,0.17,PhD,Full-time,Married,0,No,Education,1,0
191589,0YQGWCCEWT,61,46166,30474,538,51,4,22.55,12,0.53,Bachelor's,Part-time,Single,0,Yes,Auto,1,0
95379,Y51YTCY81A,23,72435,58061,396,47,3,11.05,24,0.31,Master's,Part-time,Married,0,Yes,Education,1,0
123759,ZSWG8S8UDI,49,33253,188173,723,49,4,18.2,36,0.73,Bachelor's,Part-time,Divorced,0,Yes,Business,1,1
155451,FRI4GPBOAV,39,127702,248859,589,116,4,5.11,60,0.59,Master's,Self-employed,Single,0,Yes,Business,0,0
226275,E4XX7N7UZ1,49,46997,190777,326,76,3,18.39,60,0.39,Master's,Unemployed,Married,1,Yes,Other,1,0
161782,VKN71K10SD,41,16829,85425,569,110,1,21.1,12,0.56,Master's,Full-time,Single,1,Yes,Home,0,0
178158,EIUE2SV9BF,52,143139,16283,745,76,4,13.59,36,0.78,PhD,Full-time,Divorced,1,Yes,Other,1,0
62207,0Z5D861KDR,38,40158,17951,458,36,4,24.25,60,0.57,PhD,Full-time,Married,1,No,Business,0,0
234173,D5NT923O5L,57,103121,126470,779,71,1,24.72,60,0.51,Bachelor's,Unemployed,Single,1,Yes,Education,0,0
66698,ZZB69102S6,45,37331,204404,554,113,3,18.03,48,0.42,PhD,Part-time,Married,1,No,Other,1,0
178081,LNI5D76UBP,19,25207,205731,717,24,3,2.44,48,0.63,High School,Part-time,Single,0,No,Other,0,0
28781,1RGJ66Q1E2,28,50687,190173,412,111,1,4.74,60,0.54,Master's,Full-time,Married,1,No,Other,0,0
179486,479MKZJ5O3,61,139713,8671,587,3,4,2.52,36,0.38,Master's,Full-time,Divorced,1,No,Auto,0,0
123509,DH5XQHESL2,40,59577,134198,831,60,1,24.02,12,0.72,Master's,Unemployed,Married,0,Yes,Other,1,1
232967,XMAG3YH2QO,62,16120,148936,460,73,4,4.61,48,0.46,High School,Full-time,Single,0,No,Home,0,0
159021,84CJ8A3WWP,65,51669,191367,527,86,3,9.08,60,0.84,Master's,Unemployed,Married,1,Yes,Other,1,0
26161,6PWX3102GD,53,55583,193313,441,48,1,7.85,12,0.2,High School,Unemployed,Single,1,No,Auto,0,0
151805,IZD2E03OO1,45,92756,114281,719,48,1,13.49,60,0.78,High School,Part-time,Divorced,1,No,Education,0,0
9218,H1WSWG0OFI,68,41404,139713,530,27,4,11.2,12,0.8,Bachelor's,Part-time,Single,0,No,Business,1,0
152333,9BCA64H5V8,25,94571,116859,471,103,3,6.77,24,0.77,Master's,Unemployed,Married,0,Yes,Auto,0,0
18539,1969VAOO88,56,98106,33957,571,106,1,2.15,60,0.3,Bachelor's,Unemployed,Divorced,1,Yes,Education,0,0
194340,IVE5UXM4V4,36,128128,183699,685,76,1,7.88,36,0.4,High School,Self-employed,Single,1,Yes,Other,0,0
203986,3855LLYWUH,49,21535,78091,511,100,3,20.03,48,0.11,High School,Unemployed,Single,0,No,Other,1,1
130345,NI28E4QDWJ,24,45045,75240,563,96,1,17.23,60,0.81,High School,Part-time,Married,0,Yes,Auto,0,1
244621,4DHKY4RYF4,60,59095,9216,501,97,1,7.92,48,0.62,Master's,Full-time,Single,1,No,Auto,1,0
192228,HPF984BMDL,48,149800,188389,537,74,4,20.87,12,0.48,PhD,Full-time,Married,0,Yes,Other,1,0
204666,OF9BLC72KC,44,57085,29549,380,65,4,11.91,48,0.67,PhD,Full-time,Married,0,Yes,Education,1,0
79954,UTEY0D1Y0R,27,101365,219953,520,112,2,23.98,12,0.8,High School,Full-time,Married,0,Yes,Auto,1,0
187396,15V9H7F1U9,40,145205,77536,585,39,4,21.24,12,0.81,High School,Unemployed,Single,0,No,Auto,0,0
116012,28TW26AD76,23,41743,98211,656,110,1,10.28,24,0.49,Bachelor's,Part-time,Divorced,0,Yes,Other,0,0
213755,2UMITGVL8P,27,40522,14065,654,114,3,19.79,48,0.63,PhD,Self-employed,Divorced,1,No,Home,0,0
68874,3NNXTOLA87,58,91170,233038,392,37,1,16.62,12,0.61,Bachelor's,Self-employed,Married,0,No,Auto,0,0
154540,CHW851N1CA,30,135797,100476,367,93,4,19.13,36,0.77,PhD,Full-time,Married,0,No,Auto,0,0
28710,YVM35BLQP1,45,139255,72588,312,87,1,22.42,24,0.34,Master's,Self-employed,Divorced,0,No,Home,1,0
241444,1IGNQNARKF,69,113327,233482,438,78,4,5.81,12,0.35,PhD,Unemployed,Divorced,1,Yes,Auto,0,0
216931,EQ5XI4D9XO,53,95385,188265,798,81,1,23.53,24,0.21,High School,Full-time,Divorced,1,Yes,Auto,1,0
166198,25NIG3P9FZ,52,95730,11091,455,41,1,5.55,12,0.88,PhD,Unemployed,Married,1,No,Business,1,0
8069,N9RX2HLIKY,54,108028,68350,392,52,3,14.56,48,0.35,Master's,Full-time,Married,1,No,Other,0,0
232124,4UQP7X765K,30,57112,65352,601,78,4,8.1,24,0.13,Bachelor's,Self-employed,Divorced,0,No,Education,1,0
128924,SOLBRU4AF5,46,110500,17035,643,60,1,11.65,48,0.3,Master's,Unemployed,Married,1,No,Business,0,0
191519,FN9AK0JD98,24,36942,241755,357,69,1,13.49,60,0.86,High School,Part-time,Divorced,1,Yes,Other,0,0
240907,69QKC2NOTJ,69,96266,106912,594,21,2,14.57,60,0.21,High School,Full-time,Married,0,Yes,Auto,1,0
112417,FJ7XUIW4KB,66,110789,157574,417,4,3,2.61,36,0.84,High School,Unemployed,Married,0,Yes,Education,1,0
187276,EXT0EBE90Z,20,123687,120533,740,96,3,19.98,48,0.36,High School,Unemployed,Single,1,Yes,Auto,0,0
205604,S2PP3G5XZ3,49,61540,95553,588,37,4,3.96,24,0.27,Master's,Full-time,Divorced,1,Yes,Other,1,0
196482,CJDJT1JQOL,59,45415,59948,356,36,2,16.13,48,0.79,Master's,Full-time,Divorced,1,No,Auto,0,0
142483,8N5XWHN6QX,35,21855,69035,796,92,1,23.99,48,0.73,Master's,Full-time,Divorced,1,No,Education,0,0
27273,MAYL7FZQID,28,117377,184419,683,111,4,8.85,60,0.51,High School,Full-time,Married,1,No,Business,0,0
236861,I38XPCM7GR,51,140904,74964,365,50,3,22.63,60,0.83,High School,Part-time,Divorced,0,No,Home,0,0
78399,K25CH5HL78,61,32155,26727,842,114,3,14.58,12,0.55,Master's,Self-employed,Divorced,0,Yes,Education,1,0
51511,R2316O4NB9,63,66793,29267,827,93,3,11.89,24,0.59,High School,Self-employed,Married,0,No,Auto,1,0
224370,8ENCWB4X9I,22,107551,112229,758,64,4,8.16,24,0.65,Bachelor's,Part-time,Single,0,No,Other,0,0
60799,YPOEHM7VUF,35,74847,100647,408,68,2,4.09,36,0.84,Bachelor's,Self-employed,Married,1,Yes,Other,1,1
190096,DYHLA7FXHA,19,108914,224393,756,27,2,9.4,12,0.72,PhD,Full-time,Divorced,0,Yes,Other,1,0
10346,VFP6KG802T,33,101734,57145,830,24,2,21.87,36,0.68,Master's,Full-time,Married,1,Yes,Auto,0,0
253181,CE0MRJMKLQ,36,113758,169190,735,67,3,17.42,60,0.46,High School,Full-time,Single,1,Yes,Other,0,0
253261,ROZPO90BVH,47,107412,175104,562,106,3,16.02,48,0.29,Master's,Full-time,Married,1,Yes,Home,1,0
99103,LCKTIA2870,44,118634,240017,651,107,2,19.5,36,0.44,PhD,Part-time,Divorced,1,Yes,Business,0,0
131144,V8P4F0J491,44,92952,137886,546,41,1,22.68,36,0.52,Bachelor's,Self-employed,Single,0,No,Home,0,0
250636,PLOOB8YU1E,35,56667,40820,497,82,1,19.15,36,0.46,High School,Part-time,Divorced,0,No,Other,0,0
232296,HN3SSYZCA5,46,87440,93687,668,47,4,11.29,12,0.87,Bachelor's,Part-time,Single,0,Yes,Education,0,0
61543,TKIN9U03N5,66,99556,209595,356,109,2,12.97,60,0.17,Bachelor's,Self-employed,Divorced,1,No,Auto,1,0
152362,TU7V0Q9LBB,23,38403,150263,666,81,2,21.56,24,0.53,Bachelor's,Full-time,Divorced,0,No,Home,0,0
244205,K4XHF3R02U,56,95318,22823,684,69,3,2.82,48,0.64,Master's,Unemployed,Divorced,1,No,Business,1,0
26891,K310IFQ7L2,18,101963,224046,806,4,2,19.46,24,0.67,Master's,Full-time,Divorced,0,Yes,Business,0,0
35767,1U6G1GHSXM,59,75759,83934,444,11,1,9.34,48,0.22,PhD,Part-time,Divorced,0,Yes,Auto,0,0
164482,2D1ZN811TW,33,146303,117708,454,22,2,12.32,12,0.87,PhD,Unemployed,Divorced,1,Yes,Home,1,0
18944,GU9GMIV1G6,40,39362,150329,409,19,1,4.35,24,0.36,Master's,Part-time,Single,0,Yes,Other,1,0
167096,F4O9D8XKCN,25,139655,179140,773,116,4,22.38,60,0.48,Bachelor's,Self-employed,Married,1,Yes,Other,1,0
69907,FVL2D6MJ3H,38,28214,114248,656,103,3,13.35,24,0.55,High School,Unemployed,Divorced,1,Yes,Education,1,0
41616,934LGIG5W8,27,36724,101505,654,72,1,18.44,12,0.39,High School,Full-time,Married,0,No,Business,0,0
109777,JLEP2MRVT6,40,97945,172225,578,44,2,4.07,60,0.12,High School,Part-time,Married,1,Yes,Home,1,0
113662,ZY7ZA6KM58,47,46055,198374,412,56,4,20.37,24,0.36,High School,Unemployed,Single,0,No,Education,0,0
120761,F3KYOP50UD,34,17621,90259,481,52,3,12.92,60,0.72,Master's,Self-employed,Single,1,Yes,Auto,1,0
68217,VBJB2RC159,60,65404,245869,347,73,1,13.36,12,0.79,Master's,Unemployed,Single,1,Yes,Education,1,0
69978,UKFPMD4SGX,50,47635,38289,428,81,2,2.91,24,0.12,Bachelor's,Unemployed,Married,1,Yes,Other,1,0
43474,Y7YN08B8UD,60,33236,12216,300,31,1,9.14,36,0.63,Master's,Part-time,Single,0,Yes,Education,1,0
94156,OPV3PWKZD4,22,25415,5551,682,83,1,10.47,36,0.22,PhD,Part-time,Divorced,0,Yes,Other,0,0
52084,QGB7UB1E9S,61,109478,204777,743,1,4,9.95,48,0.85,Bachelor's,Self-employed,Married,0,Yes,Business,0,0
49696,F17U13NCDE,68,142769,14308,573,40,2,21.22,36,0.4,Master's,Self-employed,Married,1,No,Business,0,0
182480,AHLR6N0NZ6,42,71510,169171,780,110,2,10.7,24,0.63,Master's,Part-time,Divorced,0,No,Business,1,0
64355,0WUCCKGC8I,64,75163,173700,447,53,3,9.45,24,0.19,PhD,Part-time,Divorced,1,Yes,Education,1,0
70282,FPSFSDXIOT,69,23026,179568,735,9,3,16.59,24,0.32,Master's,Unemployed,Married,0,No,Education,0,0
197164,O9B5JLFB3X,57,44757,171489,586,65,3,4.69,12,0.22,Master's,Part-time,Married,0,No,Auto,0,0
62801,3XVTRAYX1D,58,43148,139237,738,48,4,6.34,24,0.13,High School,Part-time,Single,1,No,Auto,0,0
103226,SQ07CVQJ54,41,76784,53121,312,3,2,13.44,48,0.82,Bachelor's,Unemployed,Divorced,1,No,Business,1,0
231773,C4OI68C9YA,61,127173,142623,400,86,2,2.15,60,0.59,Bachelor's,Self-employed,Married,0,Yes,Home,1,0
18073,VBA3PSIZHF,49,24723,22399,476,75,1,21.81,36,0.28,PhD,Unemployed,Divorced,1,No,Auto,0,0
200215,AFKIM88XM6,33,97265,55551,366,13,2,15.86,48,0.39,Bachelor's,Self-employed,Divorced,0,No,Home,0,0
195396,HHOI8I0URY,50,96911,49803,561,89,4,7.78,12,0.12,High School,Self-employed,Married,0,No,Other,1,0
7018,F3VLP2AU9W,62,106988,161982,340,90,4,18.7,48,0.67,Master's,Self-employed,Divorced,0,No,Education,0,0
70629,SX2Z006UM8,46,111475,194419,464,56,4,24.96,12,0.51,Bachelor's,Unemployed,Married,0,No,Other,1,0
239351,X08A4XIHGV,20,99418,70931,632,0,3,12.18,24,0.53,PhD,Self-employed,Married,1,No,Home,1,0
19152,1759GOM3Z5,65,135110,55795,521,49,3,15.24,48,0.73,Master's,Part-time,Divorced,1,No,Education,0,0
20,7ASF0IHRIT,61,30142,133714,429,96,1,15.58,12,0.65,PhD,Part-time,Divorced,0,Yes,Business,0,0
110632,ZY65BM83G1,25,29596,201180,819,45,4,24.78,36,0.33,Master's,Self-employed,Married,1,Yes,Business,0,0
203397,L85ZBNZQZF,28,53512,183627,401,13,1,17.78,48,0.36,High School,Self-employed,Married,1,No,Auto,0,1
104345,0ZA3RY6MF9,54,62706,30808,316,69,1,22.1,24,0.61,Bachelor's,Full-time,Married,0,No,Education,1,0
83669,YZHYIYJJRZ,40,77666,191354,684,107,1,9.3,60,0.14,Master's,Unemployed,Single,1,Yes,Education,1,0
81085,ONMPFJX4P6,62,38475,216305,454,108,3,3.66,48,0.81,Bachelor's,Full-time,Divorced,1,Yes,Other,0,0
97407,C3N5557233,47,18841,41985,694,48,4,7.82,36,0.14,Bachelor's,Full-time,Single,0,Yes,Education,1,0
224153,V4UMVB9LH5,38,97160,142906,339,59,1,11.59,36,0.75,High School,Unemployed,Divorced,1,No,Education,1,0
166479,DGKO22Y7EN,53,65823,215108,709,29,3,12.72,36,0.5,High School,Self-employed,Divorced,1,No,Other,0,0
221567,ZTY3XJP2RK,22,23376,234667,783,52,2,2.65,48,0.25,PhD,Part-time,Married,0,No,Business,0,0
71512,QG3K20LU13,39,129914,81585,622,112,3,16.96,60,0.49,PhD,Part-time,Married,0,No,Auto,0,0
110435,L7LYBMKM3W,58,56529,186585,520,89,4,17.4,36,0.72,PhD,Part-time,Single,1,Yes,Education,1,0
209551,BWY3KQ30R8,61,82338,51454,639,65,1,7.93,48,0.46,Bachelor's,Self-employed,Single,0,Yes,Education,1,0
175262,PLVGOI80BO,62,145152,215682,414,27,1,14.55,60,0.31,Bachelor's,Self-employed,Single,1,No,Other,1,0
101331,K1NTSRBYR5,42,49883,15306,587,109,1,20.68,60,0.62,High School,Full-time,Divorced,1,No,Other,0,0
52545,5M9O33O0AY,28,27233,142233,355,87,2,24.44,36,0.47,Master's,Part-time,Married,1,Yes,Business,0,0
118028,SENDT6NCSJ,47,93976,228153,478,71,2,11.23,48,0.23,Bachelor's,Full-time,Single,0,Yes,Business,1,0
25891,F3FD7UT2D5,30,147455,243094,594,70,1,11.35,60,0.14,Master's,Self-employed,Divorced,0,Yes,Auto,1,0
185841,4MI6THLGBA,60,117764,69944,483,106,4,6.03,36,0.57,Master's,Full-time,Divorced,0,Yes,Education,1,0
144380,R6NIAHUM6Z,34,68972,124655,805,41,1,14.72,24,0.12,Master's,Self-employed,Divorced,0,No,Auto,1,0
166958,R457ZQV8YT,53,149351,79261,465,30,1,14.19,36,0.23,Bachelor's,Full-time,Married,1,Yes,Education,1,0
134514,B5EXCUGH2L,46,109460,231014,343,57,3,22.67,48,0.78,Master's,Unemployed,Married,1,Yes,Other,1,0
153079,FTGS1WXIAX,41,100488,73109,380,50,1,11.7,12,0.61,Master's,Full-time,Divorced,1,No,Home,0,0
56461,WE24051SXI,63,50969,88269,811,76,1,3.66,48,0.68,PhD,Part-time,Single,1,Yes,Auto,1,0
139486,GP4DX646LI,18,123449,138972,349,25,2,20.91,48,0.15,Master's,Full-time,Married,0,Yes,Other,0,0
34687,BGPIZCBI68,68,97394,134605,676,15,3,5.53,48,0.12,PhD,Unemployed,Married,0,Yes,Business,1,0
129327,CCKQH7LCG1,62,47198,241544,547,84,2,16.52,60,0.66,PhD,Full-time,Single,0,No,Auto,0,0
81449,1QETKBNRXG,57,15988,208948,434,15,4,20.71,48,0.45,Bachelor's,Full-time,Single,0,Yes,Business,1,1
97296,L89MC010YG,28,110800,138924,730,11,3,4.03,48,0.12,Master's,Full-time,Single,0,Yes,Home,0,0
128463,SN830ZTNR3,32,90292,168470,445,8,4,12.17,60,0.67,Bachelor's,Full-time,Single,0,Yes,Home,0,0
94580,IRRII2U4UO,25,15496,249495,693,20,4,7.59,24,0.84,Bachelor's,Full-time,Divorced,0,Yes,Auto,0,1
68256,50PM79LLOS,42,81330,54383,671,59,2,22.58,36,0.85,High School,Full-time,Married,0,Yes,Education,1,0
82639,KYO0665WAL,59,127214,218728,499,70,3,15.45,12,0.59,Bachelor's,Unemployed,Married,0,No,Education,1,0
115092,XANOUOP0J7,21,121070,68884,462,119,4,19.9,12,0.75,High School,Full-time,Single,1,No,Auto,1,0
56141,LV1UN25IH7,54,110365,234794,375,84,4,2.61,24,0.18,High School,Full-time,Married,1,Yes,Auto,1,0
183560,0B7ZF1EIXQ,55,73483,143130,809,109,2,22.71,24,0.4,PhD,Part-time,Married,0,No,Other,1,0
116067,TX1XQQHK27,57,113171,164626,477,17,2,2.85,48,0.66,Master's,Unemployed,Divorced,1,Yes,Auto,0,0
143125,QYDR19XAT6,63,94430,217324,612,85,2,24.38,12,0.56,Bachelor's,Full-time,Divorced,1,No,Other,1,0
198653,GU6O0MK7M8,69,136383,65716,485,68,2,7.54,36,0.52,High School,Unemployed,Single,0,No,Education,0,0
162792,4YGK9I1L52,48,77870,65656,760,74,1,8.34,48,0.51,High School,Part-time,Married,0,Yes,Auto,0,0
12991,5OTYLV555R,69,64291,130550,385,84,3,18.22,60,0.36,Master's,Self-employed,Single,0,Yes,Business,1,0
235677,T739QDYHUM,29,79144,94668,502,7,3,13.25,48,0.52,PhD,Unemployed,Single,0,No,Home,1,0
151811,8JGY905W1T,20,116138,161188,760,58,4,17.13,36,0.36,Bachelor's,Unemployed,Married,1,Yes,Business,1,1
45609,VRHPBMPISV,33,91382,131987,487,105,2,3.17,60,0.66,Bachelor's,Unemployed,Single,0,No,Auto,0,0
85144,25CH3QR7EW,61,18676,233261,499,98,3,5.89,12,0.56,PhD,Self-employed,Married,1,Yes,Business,0,0
165548,KY2V57ZJHE,30,137230,154753,325,26,1,23.16,24,0.84,Bachelor's,Unemployed,Married,1,Yes,Other,0,0
